d0000001.s001.h001 bn:00058442n
d0038258.s001.h001 bn:00084319v
d0038259.s001.h001 bn:00092496v
d0038260.s001.h001 bn:00094936v
d0038261.s001.h001 bn:00094936v
d0038262.s001.h001 bn:00091844v
d0038263.s001.h001 bn:00091844v
d0038264.s001.h001 bn:00094849v
d0038266.s001.h001 bn:00085255v
d0038267.s001.h001 bn:00083300v
d0038268.s001.h001 bn:00091682v
d0038269.s001.h001 bn:00088362v
d0038270.s001.h001 bn:00088362v
d0038271.s001.h001 bn:00093447v
d0038271.s001.h002 bn:00093447v
d0038272.s001.h001 bn:00084118v
d0038273.s001.h001 bn:00089768v
d0038274.s001.h001 bn:00093331v
d0038275.s001.h001 bn:00090844v
d0038276.s001.h001 bn:00090028v
d0038277.s001.h001 bn:00093529v
d0038278.s001.h001 bn:00083814v
d0038279.s001.h001 bn:00089068v
d0038280.s001.h001 bn:00091633v
d0038281.s001.h001 bn:00090488v
d0038282.s001.h001 bn:00092325v
d0038283.s001.h001 bn:00089274v
d0038284.s001.h001 bn:00089274v
d0038285.s001.h001 bn:00093006v
d0038286.s001.h001 bn:00085812v
d0038287.s001.h001 bn:00094240v
d0038288.s001.h001 bn:00087069v
d0038289.s001.h001 bn:00089276v
d0038290.s001.h001 bn:00093400v
d0038291.s001.h001 bn:00095845v
d0038292.s001.h001 bn:00090966v
d0038293.s001.h001 bn:00094492v
d0038294.s001.h001 bn:00082920v
d0038295.s001.h001 bn:00082920v
d0038296.s001.h001 bn:00082920v
d0038297.s001.h001 bn:00082920v
d0038298.s001.h001 bn:00082786v
d0038299.s001.h001 bn:00082786v
d0038300.s001.h001 bn:00082786v
d0038301.s001.h001 bn:00083272v
d0038302.s001.h001 bn:00083272v
d0038303.s001.h001 bn:00083272v
d0038304.s001.h001 bn:00087270v
d0038305.s001.h001 bn:00087270v
d0038306.s001.h001 bn:00089866v
d0038307.s001.h001 bn:00089873v
d0038308.s001.h001 bn:00085982v
d0038309.s001.h001 bn:00085982v
d0038310.s001.h001 bn:00091931v
d0038311.s001.h001 bn:00083760v
d0038312.s001.h001 bn:00094934v
d0038313.s001.h001 bn:00086458v
d0038314.s001.h001 bn:00086539v
d0038315.s001.h001 bn:00094465v
d0038316.s001.h001 bn:00087334v
d0038317.s001.h001 bn:00093030v
d0038318.s001.h001 bn:00088315v
d0038319.s001.h001 bn:00088315v
d0038320.s001.h001 bn:00094692v
d0038321.s001.h001 bn:00094692v
d0038322.s001.h001 bn:00086201v
d0038323.s001.h001 bn:00086201v
d0038324.s001.h001 bn:00086201v
d0038325.s001.h001 bn:00087633v
d0038326.s001.h001 bn:00093022v
d0038327.s001.h001 bn:00086951v
d0038328.s001.h001 bn:00086951v
d0038329.s001.h001 bn:00089614v
d0038330.s001.h001 bn:00087333v
d0038331.s001.h001 bn:00088311v
d0038332.s001.h001 bn:00088317v
d0038333.s001.h001 bn:00088317v
d0038334.s001.h001 bn:00094941v
d0038335.s001.h001 bn:00090419v
d0038336.s001.h001 bn:00084631v
d0038337.s001.h001 bn:00084631v
d0038338.s001.h001 bn:00093601v
d0038339.s001.h001 bn:00091667v
d0038340.s001.h001 bn:00084955v
d0038341.s001.h001 bn:00090214v
d0038342.s001.h001 bn:00090214v
d0038343.s001.h001 bn:00088326v
d0038344.s001.h001 bn:00083571v
d0038345.s001.h001 bn:00090217v
d0038346.s001.h001 bn:00090217v
d0038347.s001.h001 bn:00090215v
d0038348.s001.h001 bn:00084648v
d0038349.s001.h001 bn:00092059v
d0038350.s001.h001 bn:00093810v
d0038351.s001.h001 bn:00083786v
d0038352.s001.h001 bn:00089128v
d0038353.s001.h001 bn:00089128v
d0038354.s001.h001 bn:00087330v
d0038355.s001.h001 bn:00087330v
d0038356.s001.h001 bn:00094998v
d0038357.s001.h001 bn:00095839v
d0038358.s001.h001 bn:00088592v
d0038359.s001.h001 bn:00095453v
d0038360.s001.h001 bn:00087648v
d0038361.s001.h001 bn:00087648v
d0038362.s001.h001 bn:00087648v
d0038363.s001.h001 bn:00095286v
d0038364.s001.h001 bn:00095440v
d0038365.s001.h001 bn:00091695v
d0038366.s001.h001 bn:00094128v
d0038367.s001.h001 bn:00093655v
d0038368.s001.h001 bn:00094982v
d0038369.s001.h001 bn:00083866v
d0038370.s001.h001 bn:00083865v
d0038371.s001.h001 bn:00095316v
d0038372.s001.h001 bn:00095378v
d0038373.s001.h001 bn:00095486v
d0038374.s001.h001 bn:00090078v
d0038375.s001.h001 bn:00095406v
d0038376.s001.h001 bn:00090140v
d0038377.s001.h001 bn:00092391v
d0038378.s001.h001 bn:00090157v
d0038379.s001.h001 bn:00092732v
d0038380.s001.h001 bn:00094924v
d0038381.s001.h001 bn:00095780v
d0038382.s001.h001 bn:00093081v
d0038383.s001.h001 bn:00093081v
d0038384.s001.h001 bn:00093081v
d0038385.s001.h001 bn:00084979v
d0038386.s001.h001 bn:00084885v
d0038387.s001.h001 bn:00083053v
d0038388.s001.h001 bn:00092609v
d0038389.s001.h001 bn:00095421v
d0038390.s001.h001 bn:00084916v
d0038391.s001.h001 bn:00086542v
d0038392.s001.h001 bn:00086542v
d0038393.s001.h001 bn:00094502v
d0038394.s001.h001 bn:00091351v
d0038395.s001.h001 bn:00089943v
d0038396.s001.h001 bn:00090606v
d0038397.s001.h001 bn:00087172v
d0038398.s001.h001 bn:00088629v
d0038399.s001.h001 bn:00088629v
d0038400.s001.h001 bn:00088629v
d0038401.s001.h001 bn:00093082v
d0038402.s001.h001 bn:00093082v
d0038403.s001.h001 bn:00093172v
d0038404.s001.h001 bn:00089579v
d0038405.s001.h001 bn:00085374v
d0038406.s001.h001 bn:00085374v
d0038407.s001.h001 bn:00088960v
d0038408.s001.h001 bn:00088189v
d0038409.s001.h001 bn:00088458v
d0038410.s001.h001 bn:00084233v
d0038411.s001.h001 bn:00094939v
d0038412.s001.h001 bn:00087847v
d0038413.s001.h001 bn:00086626v
d0038414.s001.h001 bn:00086626v
d0038415.s001.h001 bn:00090501v
d0038416.s001.h001 bn:00086986v
d0038417.s001.h001 bn:00086986v
d0038418.s001.h001 bn:00087554v
d0038419.s001.h001 bn:00087554v
d0038420.s001.h001 bn:00092127v
d0038421.s001.h001 bn:00091885v
d0038422.s001.h001 bn:00092835v
d0038423.s001.h001 bn:00091043v
d0038424.s001.h001 bn:00093262v
d0038425.s001.h001 bn:00084301v
d0038426.s001.h001 bn:00084301v
d0038427.s001.h001 bn:00087635v
d0038428.s001.h001 bn:00089009v
d0038429.s001.h001 bn:00086814v
d0038430.s001.h001 bn:00083806v
d0038431.s001.h001 bn:00083628v
d0038432.s001.h001 bn:00089638v
d0038433.s001.h001 bn:00083621v
d0038434.s001.h001 bn:00085066v
d0038435.s001.h001 bn:00085059v
d0038436.s001.h001 bn:00085059v
d0038437.s001.h001 bn:00087122v
d0038438.s001.h001 bn:00091657v
d0038439.s001.h001 bn:00085061v
d0038440.s001.h001 bn:00088651v
d0038441.s001.h001 bn:00094198v
d0038442.s001.h001 bn:00093333v
d0038443.s001.h001 bn:00083350v
d0038444.s001.h001 bn:00090808v
d0038445.s001.h001 bn:00090219v
d0038446.s001.h001 bn:00095656v
d0038447.s001.h001 bn:00091910v
d0038448.s001.h001 bn:00085955v
d0038449.s001.h001 bn:00094384v
d0038450.s001.h001 bn:00089167v
d0038451.s001.h001 bn:00090540v
d0038452.s001.h001 bn:00082266v
d0038453.s001.h001 bn:00086463v
d0038454.s001.h001 bn:00086463v
d0038455.s001.h001 bn:00086283v
d0038456.s001.h001 bn:00085193v
d0038457.s001.h001 bn:00083593v
d0038458.s001.h001 bn:00083438v
d0038459.s001.h001 bn:00094102v
d0038460.s001.h001 bn:00083435v
d0038461.s001.h001 bn:00094082v
d0038462.s001.h001 bn:00082172v
d0038463.s001.h001 bn:00082172v
d0038464.s001.h001 bn:00094164v
d0038465.s001.h001 bn:00082169v
d0038466.s001.h001 bn:00082834v
d0038467.s001.h001 bn:00094760v
d0038468.s001.h001 bn:00089665v
d0038469.s001.h001 bn:00095821v
d0038470.s001.h001 bn:00095821v
d0038471.s001.h001 bn:00095821v
d0038472.s001.h001 bn:00094375v
d0038473.s001.h001 bn:00086958v
d0038474.s001.h001 bn:00091902v
d0038475.s001.h001 bn:00091902v
d0038476.s001.h001 bn:00091902v
d0038477.s001.h001 bn:00093444v
d0038478.s001.h001 bn:00093899v
d0038479.s001.h001 bn:00093899v
d0038480.s001.h001 bn:00087231v
d0038481.s001.h001 bn:00087994v
d0038482.s001.h001 bn:00087994v
d0038483.s001.h001 bn:00095065v
d0038484.s001.h001 bn:00087232v
d0038485.s001.h001 bn:00091541v
d0038486.s001.h001 bn:00093413v
d0038486.s001.t002 bn:00056181n
d0038487.s001.h001 bn:00093418v
d0038488.s001.h001 bn:00092872v
d0038489.s001.h001 bn:00090225v
d0038490.s001.h001 bn:00090225v
d0038491.s001.h001 bn:00090227v
d0038492.s001.h001 bn:00083666v
d0038493.s001.h001 bn:00086086v
d0038494.s001.h001 bn:00086086v
d0038495.s001.h001 bn:00090123v
d0038496.s001.h001 bn:00094275v
d0038497.s001.h001 bn:00094283v
d0038498.s001.h001 bn:00091683v
d0038499.s001.h001 bn:00090322v
d0038500.s001.h001 bn:00090322v
d0038501.s001.h001 bn:00092510v
d0038502.s001.h001 bn:00092509v
d0038503.s001.h001 bn:00091316v
d0038504.s001.h001 bn:00090328v
d0038505.s001.h001 bn:00092830v
d0038506.s001.h001 bn:00083146v
d0038507.s001.h001 bn:00095318v
d0038508.s001.h001 bn:00087490v
d0038509.s001.h001 bn:00084456v
d0038510.s001.h001 bn:00087803v
d0038511.s001.h001 bn:00087803v
d0038512.s001.h001 bn:00086233v
d0038513.s001.h001 bn:00083592v
d0038514.s001.h001 bn:00083592v
d0038515.s001.h001 bn:00087030v
d0038516.s001.h001 bn:00095558v
d0038517.s001.h001 bn:00082603v
d0038518.s001.h001 bn:00083514v
d0038519.s001.h001 bn:00095084v
d0038520.s001.h001 bn:00095175v
d0038521.s001.h001 bn:00090662v
d0038522.s001.h001 bn:00091787v
d0038523.s001.h001 bn:00084971v
d0038524.s001.h001 bn:00089029v
d0038525.s001.h001 bn:00091435v
d0038526.s001.h001 bn:00086178v
d0038527.s001.h001 bn:00086058v
d0038528.s001.h001 bn:00086217v
d0038529.s001.h001 bn:00095345v
d0038530.s001.h001 bn:00086232v
d0038531.s001.h001 bn:00086787v
d0038532.s001.h001 bn:00086200v
d0038533.s001.h001 bn:00086200v
d0038534.s001.h001 bn:00095151v
d0038535.s001.h001 bn:00094841v
d0038536.s001.h001 bn:00085106v
d0038537.s001.h001 bn:00087076v
d0038538.s001.h001 bn:00087076v
d0038539.s001.h001 bn:00083937v
d0038540.s001.h001 bn:00087100v
d0038541.s001.h001 bn:00093465v
d0038542.s001.h001 bn:00093465v
d0038543.s001.h001 bn:00093463v
d0038544.s001.h001 bn:00092596v
d0038545.s001.h001 bn:00085107v
d0038546.s001.h001 bn:00093893v
d0038547.s001.h001 bn:00093868v
d0038548.s001.h001 bn:00088987v
d0038549.s001.h001 bn:00095830v
d0038550.s001.h001 bn:00093285v
d0038551.s001.h001 bn:00094151v
d0038552.s001.h001 bn:00094150v
d0038553.s001.h001 bn:00094149v
d0038554.s001.h001 bn:00088293v
d0038555.s001.h001 bn:00090792v
d0038556.s001.h001 bn:00086906v
d0038557.s001.h001 bn:00086906v
d0038558.s001.h001 bn:00083998v
d0038559.s001.h001 bn:00085046v
d0038560.s001.h001 bn:00085046v
d0038561.s001.h001 bn:00093924v
d0038562.s001.h001 bn:00085977v
d0038563.s001.h001 bn:00085977v
d0038564.s001.h001 bn:00085981v
d0038565.s001.h001 bn:00085981v
d0038566.s001.h001 bn:00095837v
d0038567.s001.h001 bn:00085292v
d0038568.s001.h001 bn:00087080v
d0038569.s001.h001 bn:00087080v
d0038570.s001.h001 bn:00093423v
d0038571.s001.h001 bn:00093423v
d0038572.s001.h001 bn:00094695v
d0038573.s001.h001 bn:00092250v
d0038574.s001.h001 bn:00091453v
d0038575.s001.h001 bn:00091894v
d0038576.s001.h001 bn:00086699v
d0038577.s001.h001 bn:00086699v
d0038578.s001.h001 bn:00087114v
d0038579.s001.h001 bn:00087114v
d0038580.s001.h001 bn:00094561v
d0038581.s001.h001 bn:00088744v
d0038582.s001.h001 bn:00088744v
d0038583.s001.h001 bn:00086763v
d0038584.s001.h001 bn:00086691v
d0038585.s001.h001 bn:00087872v
d0038586.s001.h001 bn:00085691v
d0038587.s001.h001 bn:00093635v
d0038588.s001.h001 bn:00084315v
d0038589.s001.h001 bn:00093162v
d0038590.s001.h001 bn:00083084v
d0038591.s001.h001 bn:00086642v
d0038592.s001.h001 bn:00091692v
d0038593.s001.h001 bn:00086774v
d0038594.s001.h001 bn:00082445v
d0038595.s001.h001 bn:00092397v
d0038596.s001.h001 bn:00092646v
d0038597.s001.h001 bn:00092818v
d0038598.s001.h001 bn:00092818v
d0038599.s001.h001 bn:00090972v
d0038600.s001.h001 bn:00090972v
d0038601.s001.h001 bn:00090972v
d0038602.s001.h001 bn:00093947v
d0038603.s001.h001 bn:00092219v
d0038604.s001.h001 bn:00082831v
d0038605.s001.h001 bn:00082831v
d0038606.s001.h001 bn:00089785v
d0038607.s001.h001 bn:00089785v
d0038608.s001.h001 bn:00092964v
d0038610.s001.h001 bn:00092712v
d0038611.s001.h001 bn:00091882v
d0038612.s001.h001 bn:00091882v
d0038613.s001.h001 bn:00084919v
d0038614.s001.h001 bn:00084920v
d0038615.s001.h001 bn:00094418v
d0038616.s001.h001 bn:00094418v
d0038617.s001.h001 bn:00083355v
d0038618.s001.h001 bn:00089114v
d0038619.s001.h001 bn:00088683v
d0038620.s001.h001 bn:00089611v
d0038621.s001.h001 bn:00086990v
d0038622.s001.h001 bn:00094846v
d0038623.s001.h001 bn:00086905v
d0038624.s001.h001 bn:00086905v
d0038625.s001.h001 bn:00094415v
d0038626.s001.h001 bn:00094415v
d0038627.s001.h001 bn:00085108v
d0038628.s001.h001 bn:00092142v
d0038629.s001.h001 bn:00092142v
d0038630.s001.h001 bn:00084314v
d0038631.s001.h001 bn:00084314v
d0038632.s001.h001 bn:00089024v
d0038633.s001.h001 bn:00089024v
d0038634.s001.h001 bn:00089016v
d0038635.s001.h001 bn:00091378v
d0038636.s001.h001 bn:00086634v
d0038637.s001.h001 bn:00086633v
d0038638.s001.h001 bn:00091893v
d0038639.s001.h001 bn:00091893v
d0038640.s001.h001 bn:00092172v
d0038641.s001.h001 bn:00086627v
d0038642.s001.h001 bn:00086627v
d0038643.s001.h001 bn:00086627v
d0038644.s001.h001 bn:00092572v
d0038645.s001.h001 bn:00084145v
d0038646.s001.h001 bn:00087313v
d0038647.s001.h001 bn:00084192v
d0038648.s001.h001 bn:00086849v
d0038649.s001.h001 bn:00086849v
d0038650.s001.h001 bn:00094047v
d0038651.s001.h001 bn:00089596v
d0038652.s001.h001 bn:00086860v
d0038653.s001.h001 bn:00086859v
d0038654.s001.h001 bn:00094536v
d0038655.s001.h001 bn:00093998v
d0038656.s001.h001 bn:00090164v
d0038657.s001.h001 bn:00090166v
d0038658.s001.h001 bn:00090334v
d0038659.s001.h001 bn:00088485v
d0038660.s001.h001 bn:00093901v
d0038661.s001.h001 bn:00094169v
d0038662.s001.h001 bn:00091169v
d0038663.s001.h001 bn:00091169v
d0038664.s001.h001 bn:00087086v
d0038665.s001.h001 bn:00087593v
d0038666.s001.h001 bn:00087640v
d0038667.s001.h001 bn:00093595v
d0038668.s001.h001 bn:00095431v
d0038669.s001.h001 bn:00093594v
d0038670.s001.h001 bn:00089876v
d0038671.s001.h001 bn:00083167v
d0038672.s001.h001 bn:00085918v
d0038673.s001.h001 bn:00084300v
d0038674.s001.h001 bn:00086525v
d0038674.s001.h002 bn:00086525v
d0038675.s001.h001 bn:00086525v
d0038676.s001.h001 bn:00085679v
d0038678.s001.h001 bn:00084833v
d0038679.s001.h001 bn:00083462v
d0038680.s001.h001 bn:00085569v
d0038681.s001.h001 bn:00095238v
d0038682.s001.h001 bn:00095238v
d0038683.s001.h001 bn:00093679v
d0038684.s001.h001 bn:00086484v
d0038685.s001.h001 bn:00084029v
d0038686.s001.h001 bn:00088263v
d0038687.s001.h001 bn:00094449v
d0038688.s001.h001 bn:00089748v
d0038689.s001.h001 bn:00086949v
d0038690.s001.h001 bn:00088150v
d0038691.s001.h001 bn:00088150v
d0038692.s001.h001 bn:00086782v
d0038693.s001.h001 bn:00086782v
d0038694.s001.h001 bn:00086782v
d0038695.s001.h001 bn:00088460v
d0038696.s001.h001 bn:00090094v
d0038697.s001.h001 bn:00083799v
d0038698.s001.h001 bn:00085180v
d0038699.s001.h001 bn:00085180v
d0038700.s001.h001 bn:00088877v
d0038701.s001.h001 bn:00083089v
d0038702.s001.h001 bn:00086830v
d0038703.s001.h001 bn:00088116v
d0038704.s001.h001 bn:00085814v
d0038705.s001.h001 bn:00090151v
d0038706.s001.h001 bn:00083883v
d0038707.s001.h001 bn:00091793v
d0038708.s001.h001 bn:00084379v
d0038709.s001.h001 bn:00085250v
d0038710.s001.h001 bn:00083020v
d0038711.s001.h001 bn:00090262v
d0038712.s001.h001 bn:00091475v
d0038713.s001.h001 bn:00095484v
d0038714.s001.h001 bn:00085816v
d0038715.s001.h001 bn:00087141v
d0038716.s001.h001 bn:00089130v
d0038717.s001.h001 bn:00089266v
d0038718.s001.h001 bn:00089129v
d0038719.s001.h001 bn:00088302v
d0038720.s001.h001 bn:00088302v
d0038721.s001.h001 bn:00088304v
d0038722.s001.h001 bn:00091881v
d0038723.s001.h001 bn:00091875v
d0038724.s001.h001 bn:00094253v
d0038725.s001.h001 bn:00089958v
d0038726.s001.h001 bn:00095779v
d0038727.s001.h001 bn:00091597v
d0038728.s001.h001 bn:00087266v
d0038729.s001.h001 bn:00087266v
d0038730.s001.h001 bn:00095281v
d0038731.s001.h001 bn:00089338v
d0038732.s001.h001 bn:00089969v
d0038732.s001.h002 bn:00089969v
d0038733.s001.h001 bn:00086115v
d0038734.s001.h001 bn:00086115v
d0038735.s001.h001 bn:00094270v
d0038736.s001.h001 bn:00094327v
d0038737.s001.h001 bn:00095133v
d0038738.s001.h001 bn:00094859v
d0038739.s001.h001 bn:00094859v
d0038740.s001.h001 bn:00094026v
d0038741.s001.h001 bn:00095707v
d0038742.s001.h001 bn:00094178v
d0038743.s001.h001 bn:00085309v
d0038744.s001.h001 bn:00089146v
d0038745.s001.h001 bn:00083232v
d0038746.s001.h001 bn:00093652v
d0038747.s001.h001 bn:00093652v
d0038748.s001.h001 bn:00087431v
d0038749.s001.h001 bn:00095565v
d0038750.s001.h001 bn:00087181v
d0038751.s001.h001 bn:00095797v
d0038752.s001.h001 bn:00095798v
d0038753.s001.h001 bn:00085973v
d0038754.s001.h001 bn:00085227v
d0038755.s001.h001 bn:00085229v
d0038756.s001.h001 bn:00085538v
d0038757.s001.h001 bn:00085828v
d0038758.s001.h001 bn:00083229v
d0038759.s001.h001 bn:00083229v
d0038761.s001.h001 bn:00094395v
d0038762.s001.h001 bn:00091627v
d0038763.s001.h001 bn:00090006v
d0038764.s001.h001 bn:00089019v
d0038765.s001.h001 bn:00089030v
d0038767.s001.h001 bn:00090367v
d0038768.s001.h001 bn:00090370v
d0038769.s001.h001 bn:00090178v
d0038770.s001.h001 bn:00090440v
d0038771.s001.h001 bn:00090203v
d0038772.s001.h001 bn:00090439v
d0038773.s001.h001 bn:00090680v
d0038774.s001.h001 bn:00090637v
d0038775.s001.h001 bn:00091158v
d0038776.s001.h001 bn:00095657v
d0038777.s001.h001 bn:00089825v
d0038778.s001.h001 bn:00095150v
d0038779.s001.h001 bn:00090259v
d0038780.s001.h001 bn:00089819v
d0038781.s001.h001 bn:00095127v
d0038783.s001.h001 bn:00085174v
d0038784.s001.h001 bn:00093519v
d0038785.s001.h001 bn:00085031v
d0038786.s001.h001 bn:00089316v
d0038787.s001.h001 bn:00090932v
d0038788.s001.h001 bn:00086324v
d0038789.s001.h001 bn:00094430v
d0038790.s001.h001 bn:00089036v
d0038791.s001.h001 bn:00085065v
d0038792.s001.h001 bn:00085065v
d0038793.s001.h001 bn:00085064v
d0038795.s001.h001 bn:00092138v
d0038796.s001.h001 bn:00092138v
d0038797.s001.h001 bn:00092138v
d0038798.s001.h001 bn:00092138v
d0038799.s001.h001 bn:00092138v
d0038801.s001.h001 bn:00092906v
d0038802.s001.h001 bn:00083935v
d0038803.s001.h001 bn:00083934v
d0038804.s001.h001 bn:00086179v
d0038805.s001.h001 bn:00086199v
d0038806.s001.h001 bn:00086198v
d0038807.s001.h001 bn:00091542v
d0038808.s001.h001 bn:00089382v
d0038809.s001.h001 bn:00087306v
d0038810.s001.h001 bn:00094189v
d0038811.s001.h001 bn:00094188v
d0038812.s001.h001 bn:00090417v
d0038813.s001.h001 bn:00085958v
d0038814.s001.h001 bn:00087233v
d0038815.s001.h001 bn:00087438v
d0038816.s001.h001 bn:00091698v
d0038817.s001.h001 bn:00083419v
d0038818.s001.h001 bn:00083419v
d0038819.s001.h001 bn:00093523v
d0038820.s001.h001 bn:00093775v
d0038821.s001.h001 bn:00094818v
d0038822.s001.h001 bn:00094818v
d0038823.s001.h001 bn:00084323v
d0038824.s001.h001 bn:00089000v
d0038825.s001.h001 bn:00094356v
d0038826.s001.h001 bn:00094355v
d0038827.s001.h001 bn:00094354v
d0038828.s001.h001 bn:00089293v
d0038829.s001.h001 bn:00089292v
d0038830.s001.h001 bn:00092207v
d0038831.s001.h001 bn:00092207v
d0038833.s001.h001 bn:00095144v
d0038834.s001.h001 bn:00095309v
d0038835.s001.h001 bn:00087009v
d0038836.s001.h001 bn:00093417v
d0038837.s001.h001 bn:00085145v
d0038838.s001.h001 bn:00086008v
d0038839.s001.h001 bn:00086008v
d0038840.s001.h001 bn:00084064v
d0038840.s001.h002 bn:00084064v
d0038841.s001.h001 bn:00089861v
d0038842.s001.h001 bn:00089861v
d0038843.s001.h001 bn:00087110v
d0038844.s001.h001 bn:00087110v
d0038845.s001.h001 bn:00092401v
d0038846.s001.h001 bn:00090598v
d0038847.s001.h001 bn:00086698v
d0038848.s001.h001 bn:00093471v
d0038849.s001.h001 bn:00086701v
d0038850.s001.h001 bn:00087610v
d0038851.s001.h001 bn:00088527v
d0038852.s001.h001 bn:00094664v
d0038853.s001.h001 bn:00086013v
d0038854.s001.h001 bn:00086013v
d0038855.s001.h001 bn:00095367v
d0038856.s001.h001 bn:00091243v
d0038857.s001.h001 bn:00092160v
d0038858.s001.h001 bn:00092160v
d0038859.s001.h001 bn:00086176v
d0038860.s001.h001 bn:00087421v
d0038861.s001.h001 bn:00095260v
d0038862.s001.h001 bn:00090539v
d0038863.s001.h001 bn:00089051v
d0038864.s001.h001 bn:00089050v
d0038865.s001.h001 bn:00094269v
d0038866.s001.h001 bn:00092126v
d0038867.s001.h001 bn:00083251v
d0038868.s001.h001 bn:00084967v
d0038869.s001.h001 bn:00091327v
d0038870.s001.h001 bn:00087511v
d0038871.s001.h001 bn:00092218v
d0038872.s001.h001 bn:00083793v
d0038873.s001.h001 bn:00085469v
d0038874.s001.h001 bn:00085397v
d0038875.s001.h001 bn:00084645v
d0038876.s001.h001 bn:00084080v
d0038877.s001.h001 bn:00084080v
d0038878.s001.h001 bn:00084080v
d0038879.s001.h001 bn:00084080v
d0038880.s001.h001 bn:00085390v
d0038881.s001.h001 bn:00086741v
d0038882.s001.h001 bn:00086741v
d0038883.s001.h001 bn:00088725v
d0038884.s001.h001 bn:00088725v
d0038885.s001.h001 bn:00089743v
d0038886.s001.h001 bn:00089743v
d0038887.s001.h001 bn:00093521v
d0038889.s001.h001 bn:00088724v
d0038890.s001.h001 bn:00088724v
d0038891.s001.h001 bn:00088820v
d0038892.s001.h001 bn:00084060v
d0038893.s001.h001 bn:00084060v
d0038894.s001.h001 bn:00084060v
d0038895.s001.h001 bn:00084060v
d0038896.s001.h001 bn:00084060v
d0038897.s001.h001 bn:00082770v
d0038898.s001.h001 bn:00082770v
d0038899.s001.h001 bn:00082770v
d0038900.s001.h001 bn:00087276v
d0038901.s001.h001 bn:00092027v
d0038902.s001.h001 bn:00092663v
d0038903.s001.h001 bn:00092663v
d0038904.s001.h001 bn:00088850v
d0038905.s001.h001 bn:00093339v
d0038906.s001.h001 bn:00085743v
d0038907.s001.h001 bn:00084624v
d0038908.s001.h001 bn:00084624v
d0038909.s001.h001 bn:00084624v
d0038910.s001.h001 bn:00084624v
d0038911.s001.h001 bn:00085514v
d0038912.s001.h001 bn:00085514v
d0038913.s001.h001 bn:00086677v
d0038914.s001.h001 bn:00091933v
d0038915.s001.h001 bn:00085535v
d0038916.s001.h001 bn:00085535v
d0038917.s001.h001 bn:00090997v
d0038918.s001.h001 bn:00085534v
d0038919.s001.h001 bn:00088144v
d0038920.s001.h001 bn:00087701v
d0038921.s001.h001 bn:00087701v
d0038922.s001.h001 bn:00087701v
d0038923.s001.h001 bn:00095548v
d0038924.s001.h001 bn:00087702v
d0038925.s001.h001 bn:00085516v
d0038926.s001.h001 bn:00088037v
d0038927.s001.h001 bn:00091951v
d0038928.s001.h001 bn:00094906v
d0038929.s001.h001 bn:00094906v
d0038930.s001.h001 bn:00088036v
d0038931.s001.h001 bn:00086934v
d0038932.s001.h001 bn:00086934v
d0038933.s001.h001 bn:00085742v
d0038934.s001.h001 bn:00085742v
d0038935.s001.h001 bn:00085742v
d0038936.s001.h001 bn:00091756v
d0038937.s001.h001 bn:00085270v
d0038937.s001.h002 bn:00085270v
d0038938.s001.h001 bn:00085270v
d0038939.s001.h001 bn:00094127v
d0038940.s001.h001 bn:00094126v
d0038941.s001.h001 bn:00086675v
d0038942.s001.h001 bn:00086675v
d0038943.s001.h001 bn:00086012v
d0038944.s001.h001 bn:00086012v
d0038945.s001.h001 bn:00086012v
d0038946.s001.h001 bn:00086012v
d0038947.s001.h001 bn:00086674v
d0038948.s001.h001 bn:00082225v
d0038949.s001.h001 bn:00082225v
d0038950.s001.h001 bn:00082225v
d0038952.s001.h001 bn:00088781v
d0038953.s001.h001 bn:00093177v
d0038954.s001.h001 bn:00085694v
d0038955.s001.h001 bn:00089744v
d0038956.s001.h001 bn:00094469v
d0038957.s001.h001 bn:00094469v
d0038958.s001.h001 bn:00089759v
d0038959.s001.h001 bn:00087491v
d0038960.s001.h001 bn:00087244v
d0038961.s001.h001 bn:00087248v
d0038962.s001.h001 bn:00082306v
d0038963.s001.h001 bn:00082306v
d0038964.s001.h001 bn:00084093v
d0038965.s001.h001 bn:00084095v
d0038966.s001.h001 bn:00091928v
d0038968.s001.h001 bn:00082311v
d0038969.s001.h001 bn:00091175v
d0038970.s001.h001 bn:00084699v
d0038971.s001.h001 bn:00084699v
d0038972.s001.h001 bn:00084699v
d0038973.s001.h001 bn:00090554v
d0038974.s001.h001 bn:00090554v
d0038975.s001.h001 bn:00087332v
d0038976.s001.h001 bn:00089778v
d0038977.s001.h001 bn:00084418v
d0038978.s001.h001 bn:00091591v
d0038979.s001.h001 bn:00085671v
d0038980.s001.h001 bn:00088246v
d0038981.s001.h001 bn:00087734v
d0038982.s001.h002 bn:00091373v
d0038982.s001.t001 bn:00078931n
d0038983.s001.h001 bn:00082779v
d0038984.s001.h001 bn:00085536v
d0038985.s001.h001 bn:00091576v
d0038986.s001.h001 bn:00090936v
d0038987.s001.h001 bn:00090937v
d0038988.s001.h001 bn:00090937v
d0038989.s001.h001 bn:00090937v
d0038990.s001.h001 bn:00092216v
d0038991.s001.h001 bn:00092216v
d0038992.s001.h001 bn:00082313v
d0038993.s001.h001 bn:00085409v
d0038994.s001.h001 bn:00085409v
d0038995.s001.h001 bn:00085409v
d0038997.s001.t001 bn:00116519r
d0038998.s001.h001 bn:00085409v
